"","player_name","goals_GW2","assists_GW2","xG_GW2","xA_GW2","goals_GW3","assists_GW3","xG_GW3","xA_GW3"
"326","Vicente Guaita",0,0,0,0,0,0,0,0
"327","Virgil van Dijk",0,0,0.00984079111367464,0,0,0,0.00984079111367464,0
"328","Vitalii Mykolenko",0,0,0.0891023874282837,0.152655653655529,0,0,0.0891023874282837,0.1779078040272
"329","Vitaly Janelt",0,0,0.0476080775260925,0.13681572675705,0,0,0.0476080775260925,0.13681572675705
"330","Vladimir Coufal",0,0,0.0494515895843506,0.0238326713442802,0,0,0.0494515895843506,0.0637194067239761
"331","Wesley Fofana",0,0,0.436808914877474,0,0,0,0.436808914877474,0
"332","Wilfred Ndidi",0,0,0,0,0,0,0,0
"333","Wilfried Zaha",1,0,1.16944304294884,0.462103452533484,3,0,2.62188366241753,0.778996672481298
"334","Will Hughes",0,0,0,0,0,0,0.370592445135117,0
"335","William Saliba",0,0,0,0,1,0,0.0810268223285675,0
"336","Yan Valery",0,0,0,0,0,0,0,0
"337","Yerry Mina",0,0,0,0,0,0,0,0
"338","Yoane Wissa",0,0,0.0937762726098299,0,0,1,0.372414754703641,0.60882306098938
"339","Youri Tielemans",0,0,0.0866389349102974,0.0489494130015373,0,0,0.0866389349102974,0.0489494130015373
"340","Yves Bissouma",0,0,0.0619647316634655,0.00869634281843901,0,0,0.0619647316634655,0.0827826661989093
